DATA DE ENVIO;CNPJ;NOME;NF;TRANSPORTADORA
27/12/2024;28606406000131;Masceno e Masceno Sorveteria LTDA;54765;RODONAVES
27/12/2024;44661310000122;MARCIA DE OLIVEIRA SELK;54766;RODONAVES
27/12/2024;51652876000153;MARTINS & BIANCHINI THE BEST ACAI UBERABA LTDA.;54767;RODONAVES
27/12/2024;47075410000165;JD ALIMENTOS LTDA;54768;RODONAVES
27/12/2024;45735786000123;PRIMAVERA COMERCIO DE SORVETES LTDA;54769;RODONAVES
27/12/2024;51203542000100;HAIDUCKI & RIBAS LTDA;54770;RODONAVES
27/12/2024;47418879000150;P R JOSEFI LTDA;54771;RODONAVES
27/12/2024;44611618000163;JOSETI VERGUTZ DE SOUZA & CIA LTDA;54772;RODONAVES
27/12/2024;46791171000187;TBA REALEZA LTDA;54773;RODONAVES
27/12/2024;43950028000283;I. LEMES DA SILVA ROVER & CIA LTDA;54774;RODONAVES
27/12/2024;47925293000181;THE BEST ACAI BOQUEIRAO LTDA;54775;RODONAVES
27/12/2024;51165465000133;B3R ALIMENTOS LTDA;54776;RODONAVES
27/12/2024;48228601000182;TIDO CS RISTOW LTDA;54777;RODONAVES
27/12/2024;50761229000117;DZ7 THE BEST ALTO DA XV LTDA;54778;RODONAVES
27/12/2024;50760918000107;BK SORVETES LTDA;54779;RODONAVES
27/12/2024;45565273000111;MELO & RAMOS ALIMENTACAO LTDA;54780;RODONAVES
27/12/2024;48204454000100;THE BEST ACAI PARANAVAI JL LTDA;54781;RODONAVES
27/12/2024;49998939000186;AMORIM & DIAS COMERCIO DE DERIVADOS ALIMENTICIOS LTDA;54782;RODONAVES
27/12/2024;39149807000207;AJL COMERCIO DE SORVETES LTDA;54783;RODONAVES
27/12/2024;44439813000158;GOBBO COMERCIO DE ALIMENTOS LTDA;54784;RODONAVES
27/12/2024;48851741000102;ACAITERIA AE LTDA;54785;RODONAVES
27/12/2024;49317326000136;Konhevalike Comercio de Acai LTDA;54786;RODONAVES
27/12/2024;48715109000131;Sao Braz Comercio de Alimentos LTDA;54787;RODONAVES
27/12/2024;41419260000183;OMC AÇAI LTDA;54788;RODONAVES
27/12/2024;11961346000172;DALMAZO SILVA & MARCONATO LTDA;54789;RODONAVES
27/12/2024;48635961000107;BABUGIA ALIMENTOS SC LTDA;54790;RODONAVES
27/12/2024;49696345000110;THE BEST ACAI COLORADO LTDA;54791;RODONAVES
27/12/2024;37223878000287;L. E. CORDASSO UTILIDADES;54792;RODONAVES
27/12/2024;49892700000127;THE BEST ACAI SANTO ANTONIO DA PLATINA LTDA.;54793;RODONAVES
27/12/2024;42894027000115;The Best Acai Bela Vista LTDA;54794;RODONAVES
27/12/2024;43950028000100;I. Lemes Da Silva Rover & Cia Ltda;54795;RODONAVES
27/12/2024;42341803000150;THE BEST ACAI SANTA HELENA LTDA;54796;RODONAVES
27/12/2024;43818941000140;ORTIGUEIRA ACAI LTDA;54797;RODONAVES
27/12/2024;49854143000150;R K UEMOTO SORVETERIA;54798;RODONAVES
27/12/2024;43405454000155;JAGUAPITA ACAI LTDA;54800;RODONAVES
27/12/2024;35056820000260;THE BEST ACAI PARANAVAI LTDA;54801;RODONAVES
27/12/2024;42862695000160;J V K MOURA ACAI E SORVETES INDUSTRIAL;54802;RODONAVES
27/12/2024;32996074000116;Luis Henrique Rodrigues - Comercio de Alimentos;54806;RODONAVES
27/12/2024;35660129000100;KONHEVALIKE COMERCIO DE ACAI LTDA;54807;RODONAVES
27/12/2024;36763665000102;LIMA E KORCHAK LTDA;54808;RODONAVES
27/12/2024;40433093000162;THE BEST ACAI MARIALVA LTDA.;54809;RODONAVES
27/12/2024;54777824000100;MSN SORVETES E ACAIS LTDA;54832;RODONAVES
27/12/2024;53849309000117;CLIMACO COMERCIO DE SORVETES LTDA;54833;RODONAVES
27/12/2024;54605734000123;BELLAFFARE ALIMENTOS LTDA;54834;RODONAVES
27/12/2024;56634088000158;TBA MOGI MIRIM LTDA;54835;RODONAVES
28/12/2024;30339500000970;AMABEST PR LTDA;;RODONAVES
28/12/2024;56097065000151;LONDRINA MLJ ACAI LTDA;;RODONAVES
28/12/2024;30339500000202;AMABEST PR LTDA;;RODONAVES
28/12/2024;35735840000187;JOABE ALVES COELHO - COMERCIO DE ALIMENTOS LTDA;;RODONAVES
28/12/2024;31921923000100;M. L. J. ACAI LTDA;;RODONAVES
28/12/2024;35712577000100;BRAGATTOS THE BEST AÇAI LTDA;;RODONAVES
28/12/2024;30339500000385;Amabest Pr LTDA;;RODONAVES
28/12/2024;30339500000547;AMABEST PR LTDA;;RODONAVES
28/12/2024;30339500000709;AMABEST PR LTDA;;RODONAVES
28/12/2024;30339500000113;AMABEST PR LTDA;;RODONAVES
28/12/2024;33176825000200;THE BEST ACAI IBIPORA LTDA.;;RODONAVES
28/12/2024;30339500000466;AMABEST PR LTDA;;RODONAVES
28/12/2024;55237950000126;SEBEN COMERCIO DE SORVETES E ACAIS LTDA;;RODONAVES
28/12/2024;44051253000160;THE BEST ACAI TERRA ROXA LTDA;;RODONAVES
